,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
834,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
835,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
835,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
835,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Temario bien estructurado,3,['Temario bien estructurado'],Temario,
835,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Creatividad,3,['Creatividad'],Docente,
835,Fundamentos de Economía y Empresa,2,1001,2022-03-13 01:18:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
836,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
836,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
836,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
836,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
836,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
837,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
837,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Triste,2,['Triste'],Estado anímico,
837,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Poco práctico,1,['Poco práctico'],Temario,
837,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Dinamismo,4,['Dinamismo'],Docente,
837,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
838,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Con dolor de espalda,3,['Con dolor de espalda'],Estado físico,
838,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
838,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Muy práctico,3,['Muy práctico'],Temario,
838,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Mala organización,1,['Mala organización'],Docente,
838,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 01:18:11+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
839,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Normal,5,['Normal'],Estado físico,
839,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Normal,4,['Normal'],Estado anímico,
839,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Poco práctico,1,['Poco práctico'],Temario,
839,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Paciencia,3,['Paciencia'],Docente,
839,Fundamentos de Economía y Empresa,2,3104,2022-03-13 01:18:11+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
840,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Con hambre o sed,1,['Con hambre o sed'],Estado físico,
840,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
840,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Material adecuado,4,['Material adecuado'],Temario,
840,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Explicaciones entretenidas,4,['Explicaciones entretenidas'],Docente,
840,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
841,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Normal,4,['Normal'],Estado físico,
841,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
841,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Temario denso,3,['Temario denso'],Temario,
841,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Explicaciones aburridas,2,['Explicaciones aburridas'],Docente,
841,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
842,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Normal,5,['Normal'],Estado físico,
842,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
842,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Interesante,3,['Interesante'],Temario,
842,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Buena organización,5,['Buena organización'],Docente,
842,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
843,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Normal,5,['Normal'],Estado físico,
843,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Agobiado/a,2,['Agobiado/a'],Estado anímico,
843,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Material adecuado,4,['Material adecuado'],Temario,
843,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Buena actitud,4,['Buena actitud'],Docente,
843,Fundamentos de Economía y Empresa,2,1001,2022-03-13 02:06:37+00:00,Ambiente agradable,4,['Ambiente agradable'],Ambiente,co2
844,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Normal,5,['Normal'],Estado físico,
844,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
844,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Muy práctico,4,['Muy práctico'],Temario,
844,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Paciencia,4,['Paciencia'],Docente,
844,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 02:06:37+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
845,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
845,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Contento/a,5,['Contento/a'],Estado anímico,
845,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Poco práctico,1,['Poco práctico'],Temario,
845,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Buena organización,3,['Buena organización'],Docente,
845,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Sin ruido,3,['Sin ruido'],Ambiente,noise
846,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
846,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Contento/a,4,['Contento/a'],Estado anímico,
846,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Poco práctico,3,['Poco práctico'],Temario,
846,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Mala organización,2,['Mala organización'],Docente,
846,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
847,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 02:06:37+00:00,Agotado/a,2,['Agotado/a'],Estado físico,
847,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 02:06:37+00:00,Contento/a,5,['Contento/a'],Estado anímico,
847,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 02:06:37+00:00,Material limitado,1,['Material limitado'],Temario,
847,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 02:06:37+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
847,Fundamentos de Economía y Empresa,2,CIC-3,2022-03-13 02:06:37+00:00,Demasiado ruido,2,['Demasiado ruido'],Ambiente,noise
848,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
848,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
848,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
848,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Poca creatividad,2,['Poca creatividad'],Docente,
848,Fundamentos de Economía y Empresa,2,3203,2022-03-13 02:06:37+00:00,Demasiado ruido,3,['Demasiado ruido'],Ambiente,noise
849,Fundamentos de Economía y Empresa,2,3301,2022-03-13 02:06:37+00:00,Normal,5,['Normal'],Estado físico,
849,Fundamentos de Economía y Empresa,2,3301,2022-03-13 02:06:37+00:00,Triste,2,['Triste'],Estado anímico,
849,Fundamentos de Economía y Empresa,2,3301,2022-03-13 02:06:37+00:00,Repetitivo,1,['Repetitivo'],Temario,
849,Fundamentos de Economía y Empresa,2,3301,2022-03-13 02:06:37+00:00,Buena organización,5,['Buena organización'],Docente,
849,Fundamentos de Economía y Empresa,2,3301,2022-03-13 02:06:37+00:00,Ambiente agradable,3,['Ambiente agradable'],Ambiente,co2
850,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Normal,3,['Normal'],Estado físico,
850,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
850,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Temario denso,3,['Temario denso'],Temario,
850,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Poca creatividad,1,['Poca creatividad'],Docente,
850,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
851,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
851,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Contento/a,4,['Contento/a'],Estado anímico,
851,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Repetitivo,1,['Repetitivo'],Temario,
851,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Paciencia,4,['Paciencia'],Docente,
851,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
852,Fundamentos de Economía y Empresa,2,3301,2022-03-13 03:33:12+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
852,Fundamentos de Economía y Empresa,2,3301,2022-03-13 03:33:12+00:00,Normal,4,['Normal'],Estado anímico,
852,Fundamentos de Economía y Empresa,2,3301,2022-03-13 03:33:12+00:00,Interesante,5,['Interesante'],Temario,
852,Fundamentos de Economía y Empresa,2,3301,2022-03-13 03:33:12+00:00,Poca creatividad,3,['Poca creatividad'],Docente,
852,Fundamentos de Economía y Empresa,2,3301,2022-03-13 03:33:12+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
853,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
853,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
853,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Interesante,4,['Interesante'],Temario,
853,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Dinamismo,4,['Dinamismo'],Docente,
853,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
854,Fundamentos de Economía y Empresa,2,3302,2022-03-13 03:33:12+00:00,Agotado/a,1,['Agotado/a'],Estado físico,
854,Fundamentos de Economía y Empresa,2,3302,2022-03-13 03:33:12+00:00,Normal,4,['Normal'],Estado anímico,
854,Fundamentos de Economía y Empresa,2,3302,2022-03-13 03:33:12+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
854,Fundamentos de Economía y Empresa,2,3302,2022-03-13 03:33:12+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
854,Fundamentos de Economía y Empresa,2,3302,2022-03-13 03:33:12+00:00,Iluminación correcta,3,['Iluminación correcta'],Ambiente,luminosity
855,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
855,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Contento/a,4,['Contento/a'],Estado anímico,
855,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Interesante,5,['Interesante'],Temario,
855,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Poca paciencia,1,['Poca paciencia'],Docente,
855,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
856,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Normal,3,['Normal'],Estado físico,
856,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
856,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Material adecuado,5,['Material adecuado'],Temario,
856,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Buena actitud,3,['Buena actitud'],Docente,
856,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
857,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
857,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
857,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Interesante,5,['Interesante'],Temario,
857,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Poco dinamismo,3,['Poco dinamismo'],Docente,
857,Fundamentos de Economía y Empresa,2,3203,2022-03-13 03:33:12+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
858,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Con hambre o sed,2,['Con hambre o sed'],Estado físico,
858,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Aburrido/a,3,['Aburrido/a'],Estado anímico,
858,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Interesante,5,['Interesante'],Temario,
858,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
858,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-13 03:33:12+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
859,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
859,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Contento/a,4,['Contento/a'],Estado anímico,
859,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Temario denso,2,['Temario denso'],Temario,
859,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Buena organización,5,['Buena organización'],Docente,
859,Fundamentos de Economía y Empresa,2,1001,2022-03-13 03:33:12+00:00,Ambiente agradable,4,['Ambiente agradable'],Ambiente,co2
860,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
860,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
860,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Muy práctico,5,['Muy práctico'],Temario,
860,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Mala organización,1,['Mala organización'],Docente,
860,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
861,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Normal,4,['Normal'],Estado físico,
861,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
861,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Temario denso,2,['Temario denso'],Temario,
861,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Paciencia,4,['Paciencia'],Docente,
861,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
862,Fundamentos de Economía y Empresa,2,3302,2022-03-14 01:20:49+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
862,Fundamentos de Economía y Empresa,2,3302,2022-03-14 01:20:49+00:00,Normal,4,['Normal'],Estado anímico,
862,Fundamentos de Economía y Empresa,2,3302,2022-03-14 01:20:49+00:00,Poco práctico,2,['Poco práctico'],Temario,
862,Fundamentos de Economía y Empresa,2,3302,2022-03-14 01:20:49+00:00,Explicaciones aburridas,1,['Explicaciones aburridas'],Docente,
862,Fundamentos de Economía y Empresa,2,3302,2022-03-14 01:20:49+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
863,Fundamentos de Economía y Empresa,2,1001,2022-03-14 01:20:49+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
863,Fundamentos de Economía y Empresa,2,1001,2022-03-14 01:20:49+00:00,Eufórico/a,3,['Eufórico/a'],Estado anímico,
863,Fundamentos de Economía y Empresa,2,1001,2022-03-14 01:20:49+00:00,Muy práctico,5,['Muy práctico'],Temario,
863,Fundamentos de Economía y Empresa,2,1001,2022-03-14 01:20:49+00:00,Buena organización,4,['Buena organización'],Docente,
863,Fundamentos de Economía y Empresa,2,1001,2022-03-14 01:20:49+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
864,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Con dolor de espalda,1,['Con dolor de espalda'],Estado físico,
864,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Eufórico/a,3,['Eufórico/a'],Estado anímico,
864,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Temario bien estructurado,4,['Temario bien estructurado'],Temario,
864,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Buena actitud,4,['Buena actitud'],Docente,
864,Fundamentos de Economía y Empresa,2,3301,2022-03-14 01:20:49+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
865,Fundamentos de Economía y Empresa,2,3203,2022-03-14 01:20:49+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
865,Fundamentos de Economía y Empresa,2,3203,2022-03-14 01:20:49+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
865,Fundamentos de Economía y Empresa,2,3203,2022-03-14 01:20:49+00:00,Repetitivo,1,['Repetitivo'],Temario,
865,Fundamentos de Economía y Empresa,2,3203,2022-03-14 01:20:49+00:00,Mala organización,1,['Mala organización'],Docente,
865,Fundamentos de Economía y Empresa,2,3203,2022-03-14 01:20:49+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
866,Fundamentos de Economía y Empresa,2,3104,2022-03-14 01:20:49+00:00,Normal,3,['Normal'],Estado físico,
866,Fundamentos de Economía y Empresa,2,3104,2022-03-14 01:20:49+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
866,Fundamentos de Economía y Empresa,2,3104,2022-03-14 01:20:49+00:00,Interesante,5,['Interesante'],Temario,
866,Fundamentos de Economía y Empresa,2,3104,2022-03-14 01:20:49+00:00,Buena organización,3,['Buena organización'],Docente,
866,Fundamentos de Economía y Empresa,2,3104,2022-03-14 01:20:49+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
867,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-14 01:20:49+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
867,Fundamentos de Economía y Empresa,2,CIC-4,2022-03-14 01:20:49+00:00,Contento/a,5,['Contento/a'],Estado anímico,
